2018-07-14 11:34:51,896,0x401,0x2000828b8f6c,6
2018-07-14 11:34:51,912,0x248,0xf102010000000000,8
2018-07-14 11:34:51,944,0x401,0x2100948b146d,6
2018-07-14 11:34:51,976,0x487,0xf604fe04,4
2018-07-14 11:34:51,977,0x467,0x800005007f000500,8
2018-07-14 11:34:51,992,0x401,0x2200688b1b6d,6
2018-07-14 11:34:52,009,0x248,0xf102010000000000,8
2018-07-14 11:34:52,040,0x401,0x23008e8b106d,6
2018-07-14 11:34:52,088,0x421,0xcf9e13005cf58f00,8
2018-07-14 11:34:52,120,0x248,0xf902010000000000,8
2018-07-14 11:34:52,137,0x401,0x0000c38a146c,6
2018-07-14 11:34:52,168,0x487,0xf804fc04,4
2018-07-14 11:34:52,169,0x467,0x800005007f000500,8
2018-07-14 11:34:52,184,0x401,0x0100888bb86b,6
2018-07-14 11:34:52,216,0x248,0xf102010000000000,8
2018-07-14 11:34:52,248,0x401,0x0200a68bb76b,6
2018-07-14 11:34:52,296,0x401,0x0300a78b9e6b,6
2018-07-14 11:34:52,312,0x248,0xf902010000000000,8
2018-07-14 11:34:52,345,0x401,0x0400a98b836b,6
2018-07-14 11:34:52,376,0x487,0xf804fc04,4
2018-07-14 11:34:52,377,0x467,0x800005007f000500,8
2018-07-14 11:34:52,393,0x401,0x0500a78b956b,6
2018-07-14 11:34:52,393,0x4a7,0xb300000000000000,8
2018-07-14 11:34:52,424,0x248,0xf102010000000000,8
2018-07-14 11:34:52,441,0x401,0x0600678b336c,6
2018-07-14 11:34:52,488,0x401,0x0700a08bf36b,6
2018-07-14 11:34:52,520,0x248,0x0903010000000000,8
2018-07-14 11:34:52,536,0x401,0x08008d8b966b,6
2018-07-14 11:34:52,568,0x487,0xf904fb04,4
2018-07-14 11:34:52,568,0x467,0x800005007f000500,8
2018-07-14 11:34:52,584,0x401,0x0900b58b406b,6
2018-07-14 11:34:52,616,0x248,0xf102010000000000,8
2018-07-14 11:34:52,648,0x401,0x0a00ab8b9b6b,6
2018-07-14 11:34:52,696,0x401,0x0b009f8b3e6b,6
2018-07-14 11:34:52,728,0x248,0x0103010000000000,8
2018-07-14 11:34:52,744,0x401,0x0c007c8b736b,6
2018-07-14 11:34:52,759,0x1,0x00,1
2018-07-14 11:34:52,760,0x12,0x00,1
2018-07-14 11:34:52,760,0x13,0x00,1
2018-07-14 11:34:52,770,0x18,0x00,1
2018-07-14 11:34:52,771,0x15,0x00,1
2018-07-14 11:34:52,772,0x487,0xf904f304,4
2018-07-14 11:34:52,786,0x467,0x800005007f000500,8
2018-07-14 11:34:52,786,0x401,0x0d00858b606b,6
2018-07-14 11:34:52,818,0x248,0xf102010000000000,8
2018-07-14 11:34:52,834,0x401,0x0e009c8b466b,6
2018-07-14 11:34:52,899,0x401,0x0f00628b316b,6
2018-07-14 11:34:52,930,0x248,0x0103010000000000,8
2018-07-14 11:34:52,946,0x401,0x1000aa8b686b,6
2018-07-14 11:34:52,978,0x487,0xf804f004,4
2018-07-14 11:34:52,979,0x467,0x800005007f000500,8
2018-07-14 11:34:52,994,0x401,0x1100278bda6b,6
2018-07-14 11:34:53,026,0x248,0xf102010000000000,8
