2018-07-09 21:09:46,139,0x248,0x000000000000e10a,8
2018-07-09 21:09:46,139,0x401,0x1b008c994e71,6
2018-07-09 21:09:46,140,0x401,0x1c0022997e71,6
2018-07-09 21:09:46,145,0x248,0x000000000000e10a,8
2018-07-09 21:09:46,145,0x401,0x1d000799cf70,6
2018-07-09 21:09:46,145,0x401,0x1e000099cb6f,6
2018-07-09 21:09:46,150,0x401,0x21005e9a6170,6
2018-07-09 21:09:46,150,0x401,0x2200fc981070,6
2018-07-09 21:09:46,151,0x487,0x00000000,4
2018-07-09 21:09:46,157,0x467,0x0000000000000000,8
2018-07-09 21:09:46,157,0x248,0x000000000000e10a,8
2018-07-09 21:09:46,158,0x4a7,0x3f00000000000000,8
2018-07-09 21:09:46,195,0x421,0x82921500859e0600,8
2018-07-09 21:09:46,196,0x248,0x000000000000e10a,8
2018-07-09 21:09:46,200,0x401,0x00000d990e6f,6
2018-07-09 21:09:46,201,0x401,0x01000499806f,6
2018-07-09 21:09:46,201,0x487,0x00000000,4
2018-07-09 21:09:46,201,0x467,0x0000000000000000,8
2018-07-09 21:09:46,206,0x401,0x08000e994670,6
2018-07-09 21:09:46,206,0x401,0x0900e2992770,6
2018-07-09 21:09:46,211,0x487,0x00000000,4
2018-07-09 21:09:46,212,0x467,0x0000000000000000,8
2018-07-09 21:09:46,213,0x248,0x000000000000e10a,8
2018-07-09 21:09:46,227,0x401,0x0a00c698b070,6
2018-07-09 21:09:46,346,0x248,0x000000000000e10a,8
2018-07-09 21:09:46,346,0x401,0x0c00d899aa6f,6
2018-07-09 21:09:46,351,0x401,0x0d00009baf6f,6
2018-07-09 21:09:46,351,0x487,0x00000000,4
2018-07-09 21:09:46,352,0x467,0x0000000000000000,8
2018-07-09 21:09:46,352,0x248,0x0000000000003d0a,8
2018-07-09 21:09:46,357,0x248,0x000000000000e10a,8
2018-07-09 21:09:46,357,0x401,0x1000e899226f,6
2018-07-09 21:09:46,362,0x401,0x1100689a456f,6
2018-07-09 21:09:46,363,0x487,0x00000000,4
2018-07-09 21:09:46,363,0x467,0x0000000000000000,8
2018-07-09 21:09:46,377,0x248,0x000000000000e10a,8
2018-07-09 21:09:46,584,0x401,0x12006e992971,6
2018-07-09 21:09:46,585,0x401,0x130085992872,6
2018-07-09 21:09:46,589,0x248,0x000000000000e10a,8
2018-07-09 21:09:46,590,0x401,0x140023991772,6
2018-07-09 21:09:46,590,0x401,0x150020992c72,6
2018-07-09 21:09:46,591,0x487,0x00000000,4
2018-07-09 21:09:46,595,0x487,0x00000000,4
2018-07-09 21:09:46,596,0x467,0x0000000000000000,8
2018-07-09 21:09:46,600,0x248,0x000000000000e10a,8
2018-07-09 21:09:46,601,0x401,0x1a0025991970,6
2018-07-09 21:09:46,601,0x401,0x1b008a994a71,6
2018-07-09 21:09:46,616,0x248,0x000000000000e10a,8
2018-07-09 21:09:46,728,0x401,0x1d000899c870,6
2018-07-09 21:09:46,733,0x487,0x00000000,4
2018-07-09 21:09:46,734,0x467,0x0000000000000000,8
2018-07-09 21:09:46,734,0x248,0x000000000000e10a,8
2018-07-09 21:09:46,738,0x401,0x1e000099c96f,6
2018-07-09 21:09:46,739,0x401,0x1f001d99c56f,6
2018-07-09 21:09:46,744,0x421,0x7e921500fa860600,8
2018-07-09 21:09:46,744,0x401,0x00000d990e6f,6
